treat,AT1G015603,AT1G015602,AT1G016101,AT1G017201,AT1G021101,AT1G022201,AT1G022301,AT1G024401,AT1G024501,AT1G034301,AT1G038503,AT1G038502,AT1G060001,AT1G061601,AT1G066201,AT1G066202,AT1G066401,AT1G066403,AT1G066402,AT1G069801,AT1G076301,AT1G080501,AT1G093101,AT1G096301,AT1G097501,AT1G104174,AT1G113103,AT1G114401,AT1G115801,AT1G117001,AT1G120101,AT1G122401,AT1G134701,AT1G135401,AT1G135501,AT1G141203,AT1G141301,AT1G142501,AT1G147002,AT1G166701,AT1G173802,AT1G173803,AT1G178401,AT1G186501,AT1G191803,AT1G193001,AT1G195501,AT1G195701,AT1G196701,AT1G201901,AT1G211302,AT1G230501,AT1G233301,AT1G238301,AT1G238401,AT1G238501,AT1G240701,AT1G240702,AT1G241451,AT1G252301,AT1G284801,AT1G285101,AT1G286001,AT1G293301,AT1G294301,AT1G294401,AT1G294502,AT1G295001,AT1G295101,AT1G296601,AT1G296701,AT1G309001,AT1G315501,AT1G315502,AT1G326401,AT1G326901,AT1G336121,AT1G347501,AT1G347504,AT1G431601,AT1G433101,AT1G447901,AT1G451451,AT1G452011,AT1G478401,AT1G493201,AT1G494901,AT1G517601,AT1G517801,AT1G518602,AT1G520301,AT1G521901,AT1G524001,AT1G524002,AT1G524102,AT1G524101,AT1G527201,AT1G532501,AT1G538851,AT1G539031,AT1G540101,AT1G540202,AT1G540302,AT1G540403,AT1G547401,AT1G559101,AT1G560201,AT1G583001,AT1G602601,AT1G608002,AT1G610651,AT1G611201,AT1G616101,AT1G625201,AT1G626601,AT1G626604,AT1G642002,AT1G642001,AT1G647101,AT1G647102,AT1G658901,AT1G661001,AT1G668803,AT1G673301,AT1G675901,AT1G677501,AT1G681901,AT1G683301,AT1G687801,AT1G693701,AT1G695201,AT1G696101,AT1G706901,AT1G707001,AT1G707003,AT1G707002,AT1G710401,AT1G711001,AT1G721201,AT1G724502,AT1G726451,AT1G727301,AT1G729001,AT1G729201,AT1G733251,AT1G735001,AT1G738051,AT1G738301,AT1G749502,AT1G749501,AT1G752201,AT1G752502,AT1G759901,AT1G774201,AT1G774501,AT1G775201,AT1G778851,AT1G781701,AT1G782701,AT1G784501,AT1G784901,AT1G785501,AT1G785601,AT1G786603,AT1G786602,AT1G793101,AT1G793801,AT1G797601,AT1G805101,AT1G806101,AT2G023101,AT2G028002,AT2G028001,AT2G039803,AT2G045151,AT2G052601,AT2G053102,AT2G062551,AT2G109402,AT2G137901,AT2G145603,AT2G150901,AT2G171201,AT2G203401,AT2G219001,AT2G222001,AT2G227701,AT2G228601,AT2G230101,AT2G235601,AT2G242101,AT2G248501,AT2G263901,AT2G264002,AT2G264001,AT2G267401,AT2G271301,AT2G273101,AT2G273851,AT2G276601,AT2G276901,AT2G284001,AT2G288901,AT2G292901,AT2G292902,AT2G293001,AT2G293102,AT2G294501,AT2G297101,AT2G297501,AT2G301001,AT2G303601,AT2G305502,AT2G308301,AT2G320901,AT2G321602,AT2G323801,AT2G324872,AT2G324873,AT2G325101,AT2G337801,AT2G341801,AT2G344901,AT2G346001,AT2G348101,AT2G349401,AT2G350001,AT2G359601,AT2G363301,AT2G363801,AT2G376202,AT2G377101,AT2G377901,AT2G379501,AT2G384001,AT2G384002,AT2G387501,AT2G387601,AT2G390301,AT2G393303,AT2G394201,AT2G397702,AT2G405301,AT2G407501,AT2G416601,AT2G418351,AT2G419901,AT2G427601,AT2G429001,AT2G435201,AT2G435301,AT2G435351,AT2G435501,AT2G445781,AT2G448401,AT2G450101,AT2G459301,AT2G461001,AT2G461002,AT2G464001,AT2G465101,AT2G471301,AT3G015131,AT3G019302,AT3G022301,AT3G025101,AT3G025701,AT3G034801,AT3G038201,AT3G038401,AT3G044801,AT3G058301,AT3G061301,AT3G070101,AT3G075001,AT3G075401,AT3G090101,AT3G090102,AT3G090351,AT3G092601,AT3G094901,AT3G102601,AT3G110101,AT3G113401,AT3G114021,AT3G121451,AT3G126101,AT3G140501,AT3G148402,AT3G155701,AT3G157601,AT3G157901,AT3G159501,AT3G162501,AT3G163701,AT3G164002,AT3G164201,AT3G164203,AT3G164601,AT3G164701,AT3G164702,AT3G176401,AT3G178101,AT3G178601,AT3G180001,AT3G180501,AT3G187101,AT3G190001,AT3G195801,AT3G198501,AT3G203901,AT3G206001,AT3G208201,AT3G212202,AT3G216401,AT3G221601,AT3G227602,AT3G229601,AT3G238801,AT3G250701,AT3G256701,AT3G257001,AT3G257601,AT3G257701,AT3G257801,AT3G258821,AT3G262001,AT3G262101,AT3G264501,AT3G266901,AT3G282201,AT3G284801,AT3G285501,AT3G287401,AT3G292402,AT3G292401,AT3G294001,AT3G441901,AT3G447201,AT3G448601,AT3G449401,AT3G451401,AT3G451402,AT3G466402,AT3G467001,AT3G470501,AT3G470901,AT3G478201,AT3G483501,AT3G486402,AT3G502801,AT3G504401,AT3G504701,AT3G507601,AT3G508001,AT3G510901,AT3G513501,AT3G514501,AT3G518901,AT3G519101,AT3G524301,AT3G524701,AT3G529101,AT3G551101,AT3G552501,AT3G559701,AT3G559702,AT3G564001,AT3G567101,AT3G567102,AT3G574601,AT3G574802,AT3G577001,AT3G580701,AT3G590501,AT3G602201,AT3G604201,AT3G619201,AT3G624201,AT3G627507,AT3G634401,AT4G004001,AT4G005001,AT4G009551,AT4G010701,AT4G010801,AT4G013701,AT4G014601,AT4G015801,AT4G022201,AT4G023601,AT4G023803,AT4G030701,AT4G031901,AT4G046301,AT4G046951,AT4G049001,AT4G067441,AT4G086851,AT4G088701,AT4G095601,AT4G101205,AT4G102901,AT4G103901,AT4G110001,AT4G113101,AT4G113201,AT4G113202,AT4G119111,AT4G129701,AT4G130407,AT4G131101,AT4G133951,AT4G134102,AT4G134101,AT4G138201,AT4G138601,AT4G142201,AT4G143902,AT4G152101,AT4G152103,AT4G152104,AT4G152601,AT4G154401,AT4G156301,AT4G157651,AT4G165901,AT4G167601,AT4G167602,AT4G174601,AT4G174701,AT4G174703,AT4G174704,AT4G174702,AT4G181971,AT4G182501,AT4G182531,AT4G184401,AT4G186701,AT4G189101,AT4G196602,AT4G196601,AT4G215001,AT4G218302,AT4G218301,AT4G223051,AT4G225302,AT4G232201,AT4G234701,AT4G235703,AT4G236101,AT4G238101,AT4G238701,AT4G238901,AT4G243401,AT4G243504,AT4G243501,AT4G246602,AT4G248301,AT4G249401,AT4G250701,AT4G257801,AT4G259601,AT4G260701,AT4G265204,AT4G265301,AT4G269401,AT4G272402,AT4G274102,AT4G278601,AT4G282301,AT4G283001,AT4G284801,AT4G287801,AT4G297001,AT4G302301,AT4G304501,AT4G304601,AT4G305301,AT4G307201,AT4G328701,AT4G330503,AT4G343801,AT4G347102,AT4G351601,AT4G351802,AT4G351801,AT4G353102,AT4G361101,AT4G369501,AT4G374101,AT4G376401,AT4G387701,AT4G390301,AT5G016101,AT5G018401,AT5G018502,AT5G018501,AT5G019001,AT5G019601,AT5G027601,AT5G029401,AT5G031501,AT5G032041,AT5G033501,AT5G039951,AT5G055901,AT5G056001,AT5G056002,AT5G058901,AT5G068601,AT5G068701,AT5G070101,AT5G087901,AT5G103001,AT5G104801,AT5G109301,AT5G129501,AT5G132201,AT5G132207,AT5G160302,AT5G161701,AT5G170002,AT5G170601,AT5G174901,AT5G180201,AT5G180301,AT5G180801,AT5G190903,AT5G191001,AT5G191101,AT5G191901,AT5G192401,AT5G199801,AT5G209001,AT5G219601,AT5G220601,AT5G225451,AT5G225601,AT5G225701,AT5G226301,AT5G238201,AT5G242101,AT5G245301,AT5G247701,AT5G247702,AT5G247802,AT5G247801,AT5G250101,AT5G262601,AT5G267001,AT5G266901,AT5G275201,AT5G282371,AT5G357901,AT5G362201,AT5G374801,AT5G387101,AT5G402101,AT5G406101,AT5G411203,AT5G411201,AT5G426501,AT5G426552,AT5G428601,AT5G437451,AT5G445681,AT5G445703,AT5G446801,AT5G447201,AT5G448201,AT5G450001,AT5G450401,AT5G451101,AT5G451102,AT5G451801,AT5G455003,AT5G455102,AT5G462301,AT5G464201,AT5G485452,AT5G491701,AT5G502001,AT5G515601,AT5G517501,AT5G521001,AT5G521201,AT5G523201,AT5G528101,AT5G528701,AT5G539002,AT5G546101,AT5G547002,AT5G547701,AT5G548601,AT5G551201,AT5G567601,AT5G577601,AT5G577801,AT5G583501,AT5G589001,AT5G597301,AT5G603002,AT5G608901,AT5G610102,AT5G612101,AT5G626101,AT5G627701,AT5G634901,AT5G637901,AT5G637902,AT5G643301,AT5G648101,AT5G654101,AT5G662801,AT5G666501,AT5G669101,AT5G670701,AT5G671501,AT5G672101,AT5G673001,AT5G674501,AT5G675401
1,3.36192,22.9575,35.0838,9.81628,8.40955,1.52598,0.887561,0,4.3157,21.8334,0,8.74951,25.5231,9.07708,5.35928,1.45432,16.7984,96.8249,11.5747,2.09126,16.956,9.42484,784.197,38.4802,56.0501,0,147.357,7.67005,18.3482,12.3116,5.56301,50.9146,86.922,0.277514,0.888445,0.075458,6.31543,116.68,6.08334,22.1698,0.582083,5.43298,37.5067,6.61514,38.3248,18.5452,0.142738,1116.18,90.5159,6.45177,283.73,7.95081,4.93404,8.49087,9.53386,1.72812,17.3871,0.398493,17.6126,24.2291,5.86492,32.486,80.1527,15.0752,4.88164,4.38194,2.88166,2.09398,3.37394,197.488,443.864,12.5493,15.6526,14.2711,3.11719,0.970746,0.301988,28.6505,1.95412,1.29777,1.35818,58.4954,156.209,76.6217,2.02443,1.04464,1.93406,86.675,0.494556,0.468203,5.04494,25.4867,244.053,275.904,26.6161,11.3113,45.1021,3.80889,6.21664,6.21664,7.10771,4.21E-05,3.22789,0,63.4254,46.3323,2.75488,0.851096,47.789,11.4994,5.09094,33.0676,1.31079,4.70976,26.3281,22.9971,0.848394,21.9326,27.4277,25.1221,0.209605,99.3153,28.8096,7.16314,5.71268,2.37288,14.3238,3.73536,6.60625,5.99614,4.65207,2.5151,6.2293,8.15791,61.7034,59.9262,44.3912,25.548,7.19176,1.60714,44.4944,4.22555,47.2261,4.80347,13.0074,30.5967,21.9562,4.34142,1.09297,49.4361,79.1062,17.9829,21.1783,17.2159,8.223,0.262533,5.14245,6.23856,32.7605,105.186,9.53713,8.63397,36.8068,19.46,8.81538,0.148769,82.7668,1.22194,20.2435,9.96911,0.83571,28.0842,11.5054,21.9105,0.331733,11.7502,24.597,2.89077,17.8893,117.441,4.72092,16.4833,97.2413,33.0697,0,0.253048,0.649653,12.2259,18.3066,3.7995,0.644528,52.158,0.983206,0,0.53861,123.123,6.96646,25.3939,24.872,6.13908,4.79031,6.72117,25.4981,28.065,24.7302,6.41537,12.958,102.308,0.437028,0.162113,6.1433,9.05541,30.6435,0.80335,15.5378,17.1601,24.4378,8.16108,13.2343,0.600848,0,0.288355,3.39887,3.75355,19.8036,3.52559,0.416929,30.7292,23.0308,18.9276,15.0925,77.9415,13.492,7.21837,2.70464,6.03729,13.096,1.5473,21.0525,8.68601,57.0103,199.827,3.27547,44.344,0.82078,10.22,8.17537,7.64403,2.51726,1.94726,607.485,34.5984,528.735,0.295734,0.160162,30.2047,0.535133,96.7868,1.12414,4.18253,15.2186,27.1885,0.656451,5.80263,42.4859,15.1316,103.978,0.262533,1.82659,0.275685,22.1889,4.09164,5.86224,18.7115,3.26478,4.97308,12.1011,0.751006,13.5505,0.0455471,8.15444,44.3418,63.8604,8.89231,13.8,24.8735,23.587,16.7041,84.0874,10.6449,6.76889,20.3185,0.944442,211.28,190.979,67.5423,2.05779,19.5681,3.90038,168.667,84.0548,3.5424,19.1049,36.7445,10.2138,76.5843,1.6993,12.1444,7.78662,41.96,403.402,31.199,33.4044,20.0117,18.8077,17.282,2.50647,145.606,19.6132,44.0617,2.98181,3.9611,122.633,987.76,6.25753,24.9526,3.8212,43.5855,118.762,1.9979,119.408,36.7235,0,1.36127,21.0389,175.679,22.1447,17.6161,23.1524,53.8561,3.06421,2918.91,0.329942,3.15253,4.27488,0,4.13647,15.7571,16.3112,2.20133,0.898089,39.2154,24.4227,15.4741,2.12597,1.63212,1.03903,37.6606,38.2985,6.02328,18.2274,50.7715,0.317545,0.857142,78.4266,1.83009,0.424974,62.1374,23.9053,23.7532,6.93762,14.1793,2.05729,4.15447,32.33,2.48116,0,5.87616,51.0162,0.824803,9.5946,20.872,9.92592,7.276,60.5222,21.7055,36.4864,2.28945,1.80488,27.0809,3.53254,170.515,3.43433,5.16665,6.0138,15.9983,0.900852,2.209,81.8288,168.473,6.69018,15.2416,0,1.30041,26.4525,0.0653759,1.96982,8.34529,0.475287,10.616,6.36271,9.38388,2.46261,0,5.62419,0.621774,1.90115,33.4992,0.596931,71.3881,0,0.164015,27.0194,11.2573,51.4029,9.89667,17.8088,37.8347,36.4959,7.29003,12.1355,5.29271,48.1909,35.4434,31.1866,10.7418,19.8831,209.129,9.69228,5.3206,2.40722,31.7068,3.27471,0.905517,0.290453,33.2843,26.5753,41.9488,160.598,50.7583,9.80497,35.8602,2.63028,158.158,0.216061,4.54989,49.1698,6.90171,46.6891,22.0904,0.00152467,2.00925,25.4484,1.75087,13.04,238.339,22.6064,3.52009,9.08182,2.40775,1.59596,73.5008,36.8027,16.8531,2.81802,0.899929,14.5341,12.7031,269.94,15.0957,23.9091,125.275,0.296633,38.4093,0.595956,1.62467,8.82759,95.5167,0.790221,0.0601432,0,41.2382,820.779,9.05166,5.86775,2.29602,1.35091,10.0644,0.330448,32.6043,2.06948,88.1326,0.735093,0,140.784,26.5901,12.9828,43.8419,1.10931,5.1373,70.1005,54.2347,3.27575,145.674,4.7875,38.323,1.46317,18.875,2.07344,0.177887,3.58632,5.93308,1.44378,12.0431,0.319936,0.247278,0.228732,0.34283,4.07704,0.150296,0.283259,21.9894,155.162,44.2659,91.0364,0,114.669,1.16181,0,1.45463,9.7666,39.7145,145.113,39.0865,124.11,0,80.1713,55.876,0.534265,0.692269,0.656451,6.17301,19.6815,0.303921,74.7102,18.7354,32.208,3.30142,0.12785,12.9691,1.37777,3.83968,349.759,0,11.0062,14.3229,148.081,0.782826,117.697,70.3791,27.5683,7.12271,12.1322,34.3457,0,0,21.9464,10.6761,32.9193,56.6059,4.48225,0.601803,28.844,10.7517,2.42077,65.4702,3.11585,4.87962,49.3444,8.68256,7.11878,51.3355,0.408906,6953.56,29.8369,15.1537,71.9101,8.71659,1.01541,20.7793,20.5777,24.7031,7.42227,2.78305,30.6132,168.577,36.252,7.28176,8.68396,73.3705,4.4518,9.89388,3.03345,7.35186,0.579235,0.884701,7.60175,29.6187,7.83675,2.1649,41.5741,2.10674,8.38469
1,0,7.23181,18.5525,36.3084,5.16168,2.63561,0.197582,0,1.53717,12.4582,0,2.06253,23.6544,2.66361,4.24867,1.33647,13.2241,54.3841,42.9903,0.775902,9.06712,1.52911,1258.04,25.9719,74.0258,0.112839,74.1107,7.37862,20.6298,21.4746,1.80889,111.673,10.0062,0.154445,0.152138,0,2.04275,13.0827,7.2663,17.5184,0.240813,22.4012,16.1561,11.2469,146.407,18.7205,0.586391,202.083,140.219,4.20968,176.612,1.82201,4.93876,9.47132,7.47512,2.41989,0.113475,0.0800329,57.2357,6.96939,21.2814,20.2777,39.3744,14.8662,30.2644,27.7432,8.46772,3.91987,4.59752,96.6439,421.284,1.47939,8.65742,16.2517,22.1277,1.0805,0.336638,1.4462,1.55084,0.1926,0.730446,39.5106,89.2227,42.3901,0.600883,0.310066,1.57303,56.5454,0,0.3807,0,7.86966,12.7169,13.6379,0.411463,3.27293,61.2457,2.33174,9.86783,9.86783,0.606174,0,2.01141,2.20189,11.353,37.1898,1.37457,1.57887,23.5609,10.0809,3.84896,2.12114,0.887358,3.00785,1.18761,7.96089,2.78898,23.0244,10.3376,36.9831,0.979877,447.005,20.1823,9.49514,4.78833,1.16821,11.3858,2.52619,1.25338,13.1947,7.25142,1.97956,2.86678,28.3459,301.202,306.177,39.8423,24.4854,3.17353,30.4242,52.3122,2.64898,10.9684,0.925765,1.71774,31.8298,4.66254,1.47624,5.6747,147.234,49.5399,30.2315,15.9507,6.96272,6.81132,0,4.67449,3.55269,8.23392,18.2363,2.93715,4.38466,17.858,1.83376,9.2292,0.110393,73.6796,0.408029,12.8567,11.8555,0.0775164,5.77878,19.8906,10.3564,1.86334,6.53938,22.5497,0.900929,20.5904,86.8537,0.633185,1.02186,76.1947,10.3064,0,1.12663,8.25544,11.6385,0.135274,3.35135,0.0448375,7.66905,1.45916,0,0.958468,57.3997,10.5456,18.4079,10.6805,7.39673,31.3588,6.57677,20.0296,13.5332,9.5832,7.20583,11.7987,186.597,0.126405,0.360885,21.1884,8.16172,19.2951,0.457716,13.4632,18.2316,19.505,5.35696,20.7051,0.607983,0,0.481436,2.02355,9.79204,10.8009,0.554506,0.876573,36.6958,10.8543,1.49966,6.22131,108.408,7.50873,4.41897,1.93976,0,26.3579,3.81889,2.90639,2.19623,41.7391,220.654,0.981563,8.32538,0.0537399,5.85214,10.8708,33.159,1.61646,3.0599,273.833,8.89877,55.0658,1.1521,2.05011,30.849,0.264727,80.892,1.89009,9.66351,8.54296,17.4407,0.121778,1.32162,57.0448,4.768,98.6628,0.175329,8.71334,3.06854,10.984,4.1473,3.54216,8.4749,2.5789,2.14936,5.43458,0,5.64113,0,3.04967,13.9582,11.1348,0.957842,3.38566,6.98494,9.17502,12.1698,20.798,13.5905,5.72599,30.8746,0,116.368,285.097,12.5457,0,2.54355,0.292239,4.27572,10.4098,4.50618,16.432,21.2793,2.00069,23.0974,6.87372,6.82692,3.25012,10.3204,211.618,21.284,33.9506,22.6628,7.8003,15.1948,0.554687,49.8245,5.37859,28.0074,0.518585,3.25879,404.276,211.449,76.052,17.6742,3.54436,7.12349,139.38,3.64518,24.6345,10.0051,0,0.116552,10.8233,147.783,9.00141,17.1998,38.5834,143.143,2.12362,216.826,3.43689,7.06918,1.44591,0,7.08973,9.07188,1.0016,0.612554,0.317003,16.1903,25.1246,9.476,1.57756,1.74678,0.514005,104.705,30.2187,4.24322,15.6916,82.1828,0.058908,0.872283,56.1883,0.392283,0.108331,19.6784,6.55033,8.01763,13.7958,6.56444,0,1.51337,24.618,0.747957,0,1.26221,37.0664,1.31277,11.4004,13.3594,5.56626,14.6101,51.2134,78.767,13.9275,5.17176,1.44606,4.53195,0.943665,292.189,1.51312,2.14697,1.14498,1.80909,0.752028,0.567404,50.2717,281.932,8.89566,32.5809,0,6.61683,17.9695,0,0.228523,5.88E-06,0,10.7797,5.75688,9.43637,9.89819,0,2.79705,0.602584,0,26.767,0,2.0251,0,0.561564,8.24797,9.556,37.7519,2.11772,2.08134,13.3815,15.7839,18.3623,3.77181,16.2351,5.75191,8.01557,49.3217,4.32969,23.5808,57.2794,5.5128,6.1928,0.930841,7.7177,2.46281,0.33321,0,13.3532,2.12872,34.4833,236.167,120.877,5.81298,89.0456,1.11049,213.332,0.162495,2.30946,58.4572,6.96586,28.0796,13.59,1.01795,0.638978,14.05,2.19096,17.8414,237.949,12.3025,2.99203,12.1841,0.877409,1.6539,41.3321,41.0412,9.94981,0.5778,0.918204,16.7603,18.4036,529.393,5.32594,19.2654,136.527,0,39.3911,0,2.58573,9.50951,55.1003,1.75913,1.80746,0,31.3899,459.769,13.3149,7.48442,2.01351,0.897857,4.34784,1.37928,27.1259,1.33358,48.3733,0.584431,0,113.888,14.9573,1.10964,80.8114,2.35395,1.14363,16.6299,80.7971,0.103126,85.7544,5.48192,34.9155,7.90467,0.779976,0.919376,0.199336,33.4529,6.01542,2.66948,12.0019,0.395676,21.1931,8.53787,13.1129,3.99767,0.446104,0.194825,68.6426,777.796,27.7034,95.6946,0.366706,108.392,1.29317,0,0.367975,7.6301,8.17549,72.0306,27.1354,7.25507,0,0.6376,0.363704,0.726819,0,0.73067,1.17788,10.8886,0,49.8856,9.5178,22.5526,2.58318,1.3519,20.3967,6.19E-05,0.549746,260.988,0,6.29265,7.89028,162.155,0,26.3185,50.1018,9.08398,0.494879,13.9119,14.2062,0,0.0689837,3.01649,2.44652,17.7167,19.8691,1.38869,0.502383,7.67497,2.266,0.333024,25.5064,1.19808,38.4638,19.5049,4.15795,5.54153,29.2072,0,1533.28,14.0737,29.575,53.0983,4.86842,0.565108,9.69253,11.4522,107.097,3.51231,14.3011,24.4404,139.424,21.2789,6.56789,16.7681,70.3013,0.66782,1.27637,0.544584,9.3263,0.0586113,1.70686,2.14074,39.2236,9.17889,23.4631,65.8235,7.83878,6.3841
1,0.439635,5.22828,29.8937,11.3251,6.1452,1.5045,0.44521,0.122383,2.33798,15.2477,0,1.99177,27.8537,12.9765,4.35461,1.4713,5.92539,18.5481,24.3714,1.18012,6.03845,2.35578,1182.66,27.8442,61.3824,0.136693,46.4724,11.8719,23.9595,23.2152,1.50497,66.7049,14.8993,0,0.205686,0,3.93955,42.285,9.83455,9.10447,0.477228,13.2481,23.62,6.83821,67.1261,10.6879,0.112729,392.664,284.973,5.69138,162.347,0.703802,5.04786,6.98705,7.06249,1.50998,1.89061,1.27947,48.9459,10.7674,7.32535,18.0744,35.5679,6.68544,36.1596,41.7145,12.4889,9.31004,13.7074,67.3108,488.063,2.30244,13.0672,9.70949,23.664,1.89905,0.312428,2.72056,0.667819,6.37955,0.491158,47.5489,51.8936,60.4927,1.28627,0.1572,2.31918,40.8789,1.07499,0.301236,0.56136,8.63832,135.038,50.4286,1.11258,16.6009,48.8671,5.15857,12.9343,12.9343,4.8465,0,3.68653,3.49465,4.8641,30.0683,1.28657,0.960566,26.9414,18.3225,4.98688,1.17133,0.887629,2.09136,1.22959,7.86963,0.665173,15.9396,4.17291,30.3899,0.189252,530.654,17.7123,7.8395,5.77493,2.23174,21.666,3.30862,1.94872,23.0765,7.58982,2.35008,2.52378,26.5224,239.526,220.897,21.2857,12.5267,2.24132,16.9955,48.3333,2.92356,8.30051,5.76481,15.344,12.8936,2.84013,1.19384,3.33569,54.5076,29.0653,8.00065,13.8193,7.44223,6.51085,0,6.90018,8.40551,17.0092,25.7491,3.64268,3.203,17.2003,5.15023,11.342,0.298496,45.0161,1.2412,6.74966,5.17168,0,3.64647,14.3667,13.5123,0.907416,4.1903,41.2603,1.21803,27.0781,49.2413,0.570699,1.7269,38.2558,11.7874,0.0714299,5.09313,2.28111,8.23061,1.39068,2.26547,0.0606191,20.1106,1.80835,0,0.647911,53.8037,9.85434,17.6216,25.6722,4.64295,6.62825,2.4452,11.0332,21.3703,20.0971,10.8422,20.0176,130.919,0.154993,0.609883,19.5536,2.02741,16.1169,1.07158,15.8902,15.1192,24.666,13.092,28.0949,1.15077,0.0861854,0.904013,1.63552,3.97157,12.0993,0.663176,0.418272,69.3053,12.0332,1.74659,13.1152,58.0374,7.66446,4.88809,2.80131,0,18.4475,2.32843,8.16571,4.77201,26.2634,143.677,1.99057,11.479,0.14531,5.55614,16.7612,13.9848,3.71521,8.70473,365.044,19.3946,325.708,0.778803,1.3256,19.324,0.134214,106.096,1.40994,8.6304,8.79871,10.8207,0,1.30188,42.8175,5.00808,51.5817,0.908656,17.9648,5.08202,8.72109,5.44293,4.24535,8.57891,5.62611,1.8112,4.50112,0,3.93375,0.0342704,2.65055,9.83594,4.78884,1.97844,1.39729,10.86,9.86373,11.0311,14.9823,26.8962,7.67348,32.3717,0.339954,159.875,182.331,15.74,1.26375,10.8084,0.0131533,11.5954,27.9869,15.7844,19.851,14.4967,3.60147,47.4203,4.05403,15.0201,1.31822,12.2974,285.84,13.6993,47.4886,12.8971,8.47269,14.1506,0.515238,51.3778,6.84396,27.5547,0.631002,6.18532,436.04,633.073,21.8811,11.2648,6.46905,10.0736,109.285,1.54198,140.873,10.628,0,0.196969,9.71085,116.306,8.15272,10.5029,27.9241,123.376,2.17506,428.6,7.59114,5.72851,0.101112,0.0301107,4.16123,6.82522,1.96245,0.414079,0,16.9858,12.195,11.079,0.914066,2.63199,0.260595,72.2295,22.3885,1.95048,16.6075,62.9055,0.358389,1.44263,78.2468,2.37319,0.200219,24.4815,4.42794,12.0563,12.6719,4.79106,0,2.67121,17.1325,1.1279,0,1.47377,14.8272,2.53874,8.83353,14.5717,7.89074,6.85404,31.1462,66.4822,19.3504,6.18378,2.39815,6.12708,2.23267,142.381,1.66886,2.30656,1.19076,3.34741,0.0821977,0.607299,48.076,313.291,10.1764,45.1815,0,2.72567,7.83818,0,0.624051,0.528897,0,16.1154,5.15207,4.72328,9.57335,1.61858,12.1093,0.264642,0.715224,23.4275,0.307262,9.12349,1.38896,0.290828,7.85124,19.2803,37.4863,1.77453,1.47396,18.6235,13.2632,7.96229,2.08677,10.2492,8.04676,0.14125,15.5244,7.57213,34.8858,161.044,8.69843,9.0237,0.577178,3.92936,3.26306,0.213858,0.218542,11.5725,3.62065,22.7662,131.719,36.9206,13.3155,93.2827,2.59325,236.514,0.488822,5.05318,184.004,3.81263,46.0647,12.3593,1.77149,3.29355,9.40059,0.438875,29.2501,570.331,15.1542,2.50043,6.71229,1.93635,1.82195,38.3948,26.3768,5.46097,1.86923,1.57995,14.5809,8.57189,427.028,8.0135,14.0164,85.282,0.25109,52.5478,0.0407642,1.21782,4.19536,17.4842,1.18915,1.58384,0,21.0465,450.686,4.27985,6.02275,2.93161,0,7.24377,1.55396,18.0565,5.32695,57.3676,1.05351,0.831283,71.8114,11.832,6.64736,72.608,1.50874,3.57088,16.6353,48.1387,2.00302,61.3204,7.81049,43.6406,4.69902,1.70082,3.30975,0.368177,81.5853,3.62435,2.93525,10.946,1.09663,50.3678,28.0464,35.357,5.47782,0.30156,0.170503,39.4647,340.885,17.5361,87.4166,0,40.3577,1.52979,0.0642245,1.29348,6.62755,18.7645,27.0468,28.5051,28.2223,1.1454,7.05106,3.44203,0.312658,0.0799532,0.246962,1.59246,8.80634,0.190562,51.6213,13.6046,22.4374,3.08943,1.87583,18.7657,0.000604099,1.28144,408.762,0.0820752,5.1588,10.6223,168.931,0.294505,14.7173,64.495,4.54505,1.26268,15.0503,4.17261,0.782337,0,10.3531,2.75731,4.35499,28.4309,3.15847,2.37723,25.3805,2.17801,0.798152,41.7404,2.04604,14.3496,13.2326,4.79171,8.40039,17.8705,0.0609209,1998.54,8.22633,21.6791,48.8889,4.33107,3.62905,8.42531,13.5231,42.6647,3.35808,18.5669,12.8574,78.039,17.297,1.88928,13.8219,54.4668,1.10883,5.07163,1.3989,4.27076,0.396205,0.71004,1.47893,42.3379,11.3305,13.0783,38.9732,12.3641,4.7776
